ID	Gene Name	Species	KEGG_PATHWAY
hemF	Coproporphyrinogen-III oxidase, aerobic	Escherichia coli	ecc00860:Porphyrin and chlorophyll metabolism,ecd00860:Porphyrin and chlorophyll metabolism,ece00860:Porphyrin and chlorophyll metabolism,ecf00860:Porphyrin and chlorophyll metabolism,ecg00860:Porphyrin and chlorophyll metabolism,eci00860:Porphyrin and chlorophyll metabolism,ecj00860:Porphyrin and chlorophyll metabolism,eck00860:Porphyrin and chlorophyll metabolism,ecm00860:Porphyrin and chlorophyll metabolism,eco00860:Porphyrin and chlorophyll metabolism,ecq00860:Porphyrin and chlorophyll metabolism,ecr00860:Porphyrin and chlorophyll metabolism,ect00860:Porphyrin and chlorophyll metabolism,ecv00860:Porphyrin and chlorophyll metabolism,ecw00860:Porphyrin and chlorophyll metabolism,ecx00860:Porphyrin and chlorophyll metabolism,ecz00860:Porphyrin and chlorophyll metabolism,eum00860:Porphyrin and chlorophyll metabolism,
ruvC	Crossover junction endodeoxyribonuclease ruvC	Escherichia coli	ecc03440:Homologous recombination,ecd03440:Homologous recombination,ece03440:Homologous recombination,ecf03440:Homologous recombination,ecg03440:Homologous recombination,eci03440:Homologous recombination,ecj03440:Homologous recombination,eck03440:Homologous recombination,ecl03440:Homologous recombination,ecm03440:Homologous recombination,eco03440:Homologous recombination,ecp03440:Homologous recombination,ecq03440:Homologous recombination,ecr03440:Homologous recombination,ecs03440:Homologous recombination,ect03440:Homologous recombination,ecv03440:Homologous recombination,ecw03440:Homologous recombination,ecx03440:Homologous recombination,ecy03440:Homologous recombination,ecz03440:Homologous recombination,eum03440:Homologous recombination,
cynS	Cyanate hydratase	Escherichia coli	ecd00910:Nitrogen metabolism,ece00910:Nitrogen metabolism,ecf00910:Nitrogen metabolism,ecj00910:Nitrogen metabolism,eck00910:Nitrogen metabolism,ecm00910:Nitrogen metabolism,eco00910:Nitrogen metabolism,ecr00910:Nitrogen metabolism,ect00910:Nitrogen metabolism,ecw00910:Nitrogen metabolism,ecx00910:Nitrogen metabolism,eum00910:Nitrogen metabolism,
metC	Cystathionine beta-lyase metC	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecc00450:Selenoamino acid metabolism,ecc00910:Nitrogen metabolism,ecc00920:Sulfur metabolism,ecd00270:Cysteine and methionine metabolism,ecd00450:Selenoamino acid metabolism,ecd00910:Nitrogen metabolism,ecd00920:Sulfur metabolism,ece00270:Cysteine and methionine metabolism,ece00450:Selenoamino acid metabolism,ece00910:Nitrogen metabolism,ece00920:Sulfur metabolism,ecf00270:Cysteine and methionine metabolism,ecf00450:Selenoamino acid metabolism,ecf00910:Nitrogen metabolism,ecf00920:Sulfur metabolism,ecg00270:Cysteine and methionine metabolism,ecg00450:Selenoamino acid metabolism,ecg00910:Nitrogen metabolism,ecg00920:Sulfur metabolism,eci00270:Cysteine and methionine metabolism,eci00450:Selenoamino acid metabolism,eci00910:Nitrogen metabolism,eci00920:Sulfur metabolism,ecj00270:Cysteine and methionine metabolism,ecj00450:Selenoamino acid metabolism,ecj00910:Nitrogen metabolism,ecj00920:Sulfur metabolism,eck00270:Cysteine and methionine metabolism,eck00450:Selenoamino acid metabolism,eck00910:Nitrogen metabolism,eck00920:Sulfur metabolism,ecm00270:Cysteine and methionine metabolism,ecm00450:Selenoamino acid metabolism,ecm00910:Nitrogen metabolism,ecm00920:Sulfur metabolism,eco00270:Cysteine and methionine metabolism,eco00450:Selenoamino acid metabolism,eco00910:Nitrogen metabolism,eco00920:Sulfur metabolism,ecq00270:Cysteine and methionine metabolism,ecq00450:Selenoamino acid metabolism,ecq00910:Nitrogen metabolism,ecq00920:Sulfur metabolism,ecr00270:Cysteine and methionine metabolism,ecr00450:Selenoamino acid metabolism,ecr00910:Nitrogen metabolism,ecr00920:Sulfur metabolism,ect00270:Cysteine and methionine metabolism,ect00450:Selenoamino acid metabolism,ect00910:Nitrogen metabolism,ect00920:Sulfur metabolism,ecv00270:Cysteine and methionine metabolism,ecv00450:Selenoamino acid metabolism,ecv00910:Nitrogen metabolism,ecv00920:Sulfur metabolism,ecw00270:Cysteine and methionine metabolism,ecw00450:Selenoamino acid metabolism,ecw00910:Nitrogen metabolism,ecw00920:Sulfur metabolism,ecx00270:Cysteine and methionine metabolism,ecx00450:Selenoamino acid metabolism,ecx00910:Nitrogen metabolism,ecx00920:Sulfur metabolism,ecz00270:Cysteine and methionine metabolism,ecz00450:Selenoamino acid metabolism,ecz00910:Nitrogen metabolism,ecz00920:Sulfur metabolism,eum00270:Cysteine and methionine metabolism,eum00450:Selenoamino acid metabolism,eum00910:Nitrogen metabolism,eum00920:Sulfur metabolism,
sufS	Cysteine desulfurase	Escherichia coli	ecd00450:Selenoamino acid metabolism,ecd00730:Thiamine metabolism,ecf00450:Selenoamino acid metabolism,ecf00730:Thiamine metabolism,ecg00450:Selenoamino acid metabolism,ecg00730:Thiamine metabolism,eci00450:Selenoamino acid metabolism,eci00730:Thiamine metabolism,ecj00450:Selenoamino acid metabolism,ecj00730:Thiamine metabolism,eck00450:Selenoamino acid metabolism,eck00730:Thiamine metabolism,ecm00450:Selenoamino acid metabolism,ecm00730:Thiamine metabolism,eco00450:Selenoamino acid metabolism,eco00730:Thiamine metabolism,ecq00450:Selenoamino acid metabolism,ecq00730:Thiamine metabolism,ecr00450:Selenoamino acid metabolism,ecr00730:Thiamine metabolism,ect00450:Selenoamino acid metabolism,ect00730:Thiamine metabolism,ecv00450:Selenoamino acid metabolism,ecv00730:Thiamine metabolism,ecw00450:Selenoamino acid metabolism,ecw00730:Thiamine metabolism,ecx00450:Selenoamino acid metabolism,ecx00730:Thiamine metabolism,ecz00450:Selenoamino acid metabolism,ecz00730:Thiamine metabolism,eum00450:Selenoamino acid metabolism,eum00730:Thiamine metabolism,
iscS	Cysteine desulfurase	Escherichia coli	ecd00730:Thiamine metabolism,ecf00730:Thiamine metabolism,ecg00730:Thiamine metabolism,eci00730:Thiamine metabolism,ecj00730:Thiamine metabolism,eck00730:Thiamine metabolism,ecm00730:Thiamine metabolism,eco00730:Thiamine metabolism,ecq00730:Thiamine metabolism,ecr00730:Thiamine metabolism,ect00730:Thiamine metabolism,ecv00730:Thiamine metabolism,ecw00730:Thiamine metabolism,ecx00730:Thiamine metabolism,ecz00730:Thiamine metabolism,eum00730:Thiamine metabolism,
cysK	Cysteine synthase A; Cysteine synthase	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecc00450:Selenoamino acid metabolism,ecc00920:Sulfur metabolism,ecd00270:Cysteine and methionine metabolism,ecd00450:Selenoamino acid metabolism,ecd00920:Sulfur metabolism,ece00270:Cysteine and methionine metabolism,ece00450:Selenoamino acid metabolism,ece00920:Sulfur metabolism,ecf00270:Cysteine and methionine metabolism,ecf00450:Selenoamino acid metabolism,ecf00920:Sulfur metabolism,ecg00270:Cysteine and methionine metabolism,ecg00450:Selenoamino acid metabolism,ecg00920:Sulfur metabolism,eci00270:Cysteine and methionine metabolism,eci00450:Selenoamino acid metabolism,eci00920:Sulfur metabolism,ecj00270:Cysteine and methionine metabolism,ecj00450:Selenoamino acid metabolism,ecj00920:Sulfur metabolism,eck00270:Cysteine and methionine metabolism,eck00450:Selenoamino acid metabolism,eck00920:Sulfur metabolism,ecm00270:Cysteine and methionine metabolism,ecm00450:Selenoamino acid metabolism,ecm00920:Sulfur metabolism,eco00270:Cysteine and methionine metabolism,eco00450:Selenoamino acid metabolism,eco00920:Sulfur metabolism,ecq00270:Cysteine and methionine metabolism,ecq00450:Selenoamino acid metabolism,ecq00920:Sulfur metabolism,ecr00270:Cysteine and methionine metabolism,ecr00450:Selenoamino acid metabolism,ecr00920:Sulfur metabolism,ect00270:Cysteine and methionine metabolism,ect00450:Selenoamino acid metabolism,ect00920:Sulfur metabolism,ecv00270:Cysteine and methionine metabolism,ecv00450:Selenoamino acid metabolism,ecv00920:Sulfur metabolism,ecw00270:Cysteine and methionine metabolism,ecw00450:Selenoamino acid metabolism,ecw00920:Sulfur metabolism,ecx00270:Cysteine and methionine metabolism,ecx00450:Selenoamino acid metabolism,ecx00920:Sulfur metabolism,ecz00270:Cysteine and methionine metabolism,ecz00450:Selenoamino acid metabolism,ecz00920:Sulfur metabolism,eum00270:Cysteine and methionine metabolism,eum00450:Selenoamino acid metabolism,eum00920:Sulfur metabolism,
cysM	Cysteine synthase B; Cysteine synthase	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecc00450:Selenoamino acid metabolism,ecc00920:Sulfur metabolism,ecd00270:Cysteine and methionine metabolism,ecd00450:Selenoamino acid metabolism,ecd00920:Sulfur metabolism,ece00270:Cysteine and methionine metabolism,ece00450:Selenoamino acid metabolism,ece00920:Sulfur metabolism,ecf00270:Cysteine and methionine metabolism,ecf00450:Selenoamino acid metabolism,ecf00920:Sulfur metabolism,ecg00270:Cysteine and methionine metabolism,ecg00450:Selenoamino acid metabolism,ecg00920:Sulfur metabolism,eci00270:Cysteine and methionine metabolism,eci00450:Selenoamino acid metabolism,eci00920:Sulfur metabolism,ecj00270:Cysteine and methionine metabolism,ecj00450:Selenoamino acid metabolism,ecj00920:Sulfur metabolism,eck00270:Cysteine and methionine metabolism,eck00450:Selenoamino acid metabolism,eck00920:Sulfur metabolism,ecl00270:Cysteine and methionine metabolism,ecl00450:Selenoamino acid metabolism,ecl00920:Sulfur metabolism,ecm00270:Cysteine and methionine metabolism,ecm00450:Selenoamino acid metabolism,ecm00920:Sulfur metabolism,eco00270:Cysteine and methionine metabolism,eco00450:Selenoamino acid metabolism,eco00920:Sulfur metabolism,ecp00270:Cysteine and methionine metabolism,ecp00450:Selenoamino acid metabolism,ecp00920:Sulfur metabolism,ecq00270:Cysteine and methionine metabolism,ecq00450:Selenoamino acid metabolism,ecq00920:Sulfur metabolism,ecr00270:Cysteine and methionine metabolism,ecr00450:Selenoamino acid metabolism,ecr00920:Sulfur metabolism,ecs00270:Cysteine and methionine metabolism,ecs00450:Selenoamino acid metabolism,ecs00920:Sulfur metabolism,ect00270:Cysteine and methionine metabolism,ect00450:Selenoamino acid metabolism,ect00920:Sulfur metabolism,ecv00270:Cysteine and methionine metabolism,ecv00450:Selenoamino acid metabolism,ecv00920:Sulfur metabolism,ecw00270:Cysteine and methionine metabolism,ecw00450:Selenoamino acid metabolism,ecw00920:Sulfur metabolism,ecx00270:Cysteine and methionine metabolism,ecx00450:Selenoamino acid metabolism,ecx00920:Sulfur metabolism,ecy00270:Cysteine and methionine metabolism,ecy00450:Selenoamino acid metabolism,ecy00920:Sulfur metabolism,ecz00270:Cysteine and methionine metabolism,ecz00450:Selenoamino acid metabolism,ecz00920:Sulfur metabolism,eum00270:Cysteine and methionine metabolism,eum00450:Selenoamino acid metabolism,eum00920:Sulfur metabolism,
cysS	Cysteinyl-tRNA synthetase	Escherichia coli	ecc00970:Aminoacyl-tRNA biosynthesis,ecd00970:Aminoacyl-tRNA biosynthesis,ece00970:Aminoacyl-tRNA biosynthesis,ecf00970:Aminoacyl-tRNA biosynthesis,ecg00970:Aminoacyl-tRNA biosynthesis,eci00970:Aminoacyl-tRNA biosynthesis,ecj00970:Aminoacyl-tRNA biosynthesis,eck00970:Aminoacyl-tRNA biosynthesis,ecl00970:Aminoacyl-tRNA biosynthesis,ecm00970:Aminoacyl-tRNA biosynthesis,eco00970:Aminoacyl-tRNA biosynthesis,ecp00970:Aminoacyl-tRNA biosynthesis,ecq00970:Aminoacyl-tRNA biosynthesis,ecr00970:Aminoacyl-tRNA biosynthesis,ecs00970:Aminoacyl-tRNA biosynthesis,ect00970:Aminoacyl-tRNA biosynthesis,ecv00970:Aminoacyl-tRNA biosynthesis,ecw00970:Aminoacyl-tRNA biosynthesis,ecx00970:Aminoacyl-tRNA biosynthesis,ecy00970:Aminoacyl-tRNA biosynthesis,ecz00970:Aminoacyl-tRNA biosynthesis,eum00970:Aminoacyl-tRNA biosynthesis,
cdd	Cytidine deaminase	Escherichia coli	ecc00240:Pyrimidine metabolism,ecd00240:Pyrimidine metabolism,ece00240:Pyrimidine metabolism,ecf00240:Pyrimidine metabolism,ecg00240:Pyrimidine metabolism,eci00240:Pyrimidine metabolism,ecj00240:Pyrimidine metabolism,eck00240:Pyrimidine metabolism,ecm00240:Pyrimidine metabolism,eco00240:Pyrimidine metabolism,ecq00240:Pyrimidine metabolism,ecr00240:Pyrimidine metabolism,ect00240:Pyrimidine metabolism,ecv00240:Pyrimidine metabolism,ecw00240:Pyrimidine metabolism,ecx00240:Pyrimidine metabolism,ecz00240:Pyrimidine metabolism,eum00240:Pyrimidine metabolism,
cmk	Cytidylate kinase	Escherichia coli	ecc00240:Pyrimidine metabolism,ecd00240:Pyrimidine metabolism,ece00240:Pyrimidine metabolism,ecf00240:Pyrimidine metabolism,ecg00240:Pyrimidine metabolism,eci00240:Pyrimidine metabolism,ecj00240:Pyrimidine metabolism,eck00240:Pyrimidine metabolism,ecl00240:Pyrimidine metabolism,ecm00240:Pyrimidine metabolism,eco00240:Pyrimidine metabolism,ecp00240:Pyrimidine metabolism,ecq00240:Pyrimidine metabolism,ecr00240:Pyrimidine metabolism,ecs00240:Pyrimidine metabolism,ect00240:Pyrimidine metabolism,ecv00240:Pyrimidine metabolism,ecw00240:Pyrimidine metabolism,ecx00240:Pyrimidine metabolism,ecy00240:Pyrimidine metabolism,ecz00240:Pyrimidine metabolism,eum00240:Pyrimidine metabolism,
appC	Cytochrome bd-II oxidase subunit 1	Escherichia coli	ecc00190:Oxidative phosphorylation,ecd00190:Oxidative phosphorylation,ece00190:Oxidative phosphorylation,ecf00190:Oxidative phosphorylation,ecg00190:Oxidative phosphorylation,eci00190:Oxidative phosphorylation,ecj00190:Oxidative phosphorylation,eck00190:Oxidative phosphorylation,ecm00190:Oxidative phosphorylation,eco00190:Oxidative phosphorylation,ecq00190:Oxidative phosphorylation,ecr00190:Oxidative phosphorylation,ect00190:Oxidative phosphorylation,ecv00190:Oxidative phosphorylation,ecw00190:Oxidative phosphorylation,ecx00190:Oxidative phosphorylation,ecz00190:Oxidative phosphorylation,eum00190:Oxidative phosphorylation,
appB	Cytochrome bd-II oxidase subunit 2	Escherichia coli	ecc00190:Oxidative phosphorylation,ecd00190:Oxidative phosphorylation,ece00190:Oxidative phosphorylation,ecf00190:Oxidative phosphorylation,ecg00190:Oxidative phosphorylation,eci00190:Oxidative phosphorylation,ecj00190:Oxidative phosphorylation,eck00190:Oxidative phosphorylation,ecm00190:Oxidative phosphorylation,eco00190:Oxidative phosphorylation,ecq00190:Oxidative phosphorylation,ecr00190:Oxidative phosphorylation,ect00190:Oxidative phosphorylation,ecv00190:Oxidative phosphorylation,ecw00190:Oxidative phosphorylation,ecx00190:Oxidative phosphorylation,ecz00190:Oxidative phosphorylation,eum00190:Oxidative phosphorylation,
ccmA	Cytochrome c biogenesis ATP-binding export protein ccmA	Escherichia coli	ecc02010:ABC transporters,ecd02010:ABC transporters,ece02010:ABC transporters,ecf02010:ABC transporters,ecg02010:ABC transporters,eci02010:ABC transporters,ecj02010:ABC transporters,eck02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecq02010:ABC transporters,ecr02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,ecw02010:ABC transporters,ecx02010:ABC transporters,ecz02010:ABC transporters,eum02010:ABC transporters,
torC	Cytochrome c-type protein torC	Escherichia coli	ecc02020:Two-component system,ecd02020:Two-component system,ece02020:Two-component system,ecf02020:Two-component system,ecg02020:Two-component system,eci02020:Two-component system,ecj02020:Two-component system,eck02020:Two-component system,ecm02020:Two-component system,eco02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
cydA	Cytochrome d ubiquinol oxidase subunit 1	Escherichia coli	ecc00190:Oxidative phosphorylation,ecd00190:Oxidative phosphorylation,ece00190:Oxidative phosphorylation,ecf00190:Oxidative phosphorylation,ecg00190:Oxidative phosphorylation,eci00190:Oxidative phosphorylation,ecj00190:Oxidative phosphorylation,eck00190:Oxidative phosphorylation,ecm00190:Oxidative phosphorylation,eco00190:Oxidative phosphorylation,ecq00190:Oxidative phosphorylation,ecr00190:Oxidative phosphorylation,ect00190:Oxidative phosphorylation,ecv00190:Oxidative phosphorylation,ecw00190:Oxidative phosphorylation,ecx00190:Oxidative phosphorylation,ecz00190:Oxidative phosphorylation,eum00190:Oxidative phosphorylation,
cydB	Cytochrome d ubiquinol oxidase subunit 2	Escherichia coli	ecc00190:Oxidative phosphorylation,ecd00190:Oxidative phosphorylation,ece00190:Oxidative phosphorylation,ecg00190:Oxidative phosphorylation,eci00190:Oxidative phosphorylation,ecj00190:Oxidative phosphorylation,eck00190:Oxidative phosphorylation,eco00190:Oxidative phosphorylation,ecq00190:Oxidative phosphorylation,ecr00190:Oxidative phosphorylation,ect00190:Oxidative phosphorylation,ecw00190:Oxidative phosphorylation,ecz00190:Oxidative phosphorylation,eum00190:Oxidative phosphorylation,
cyoD	Cytochrome o ubiquinol oxidase protein cyoD	Escherichia coli	ecc00190:Oxidative phosphorylation,ecd00190:Oxidative phosphorylation,ece00190:Oxidative phosphorylation,ecf00190:Oxidative phosphorylation,ecg00190:Oxidative phosphorylation,eci00190:Oxidative phosphorylation,ecj00190:Oxidative phosphorylation,eck00190:Oxidative phosphorylation,ecm00190:Oxidative phosphorylation,eco00190:Oxidative phosphorylation,ecq00190:Oxidative phosphorylation,ecr00190:Oxidative phosphorylation,ect00190:Oxidative phosphorylation,ecv00190:Oxidative phosphorylation,ecw00190:Oxidative phosphorylation,ecx00190:Oxidative phosphorylation,ecz00190:Oxidative phosphorylation,eum00190:Oxidative phosphorylation,
