Protein_id,gene_name,mRNA_ID,b#
YP_003046485.1,ugpB,ECB_03302,b3453
YP_003046486.1,livF,ECB_03303,b3454
YP_003046487.1,livG,ECB_03304,b3455
YP_003046488.1,livM,ECB_03305,b3456
YP_003046489.1,livH,ECB_03306,b3457
YP_003046490.1,livK,ECB_03307,b3458
YP_003046491.1,yhhK,ECB_03308,b3459
YP_003046492.1,livJ,ECB_03309,b3460
YP_003046493.1,rpoH,ECB_03310,b3461
YP_003046494.1,ftsX,ECB_03311,b3462
YP_003046495.1,ftsE,ECB_03312,b3463
YP_003046496.1,ftsY,ECB_03313,b3464
YP_003046497.1,rsmD,ECB_03314,b3465
YP_003046498.1,yhhL,ECB_03315,b3466
YP_003046499.1,yhhM,ECB_03316,b3467
YP_003046500.1,yhhN,ECB_03317,b3468
YP_003046501.1,zntA,ECB_03318,b3469
YP_003046503.1,yhhQ,ECB_03320,b3471
YP_003046504.1,dcrB,ECB_03321,b3472
YP_003046505.1,yhhS,ECB_03322,b3473
YP_003046506.1,yhhT,ECB_03323,b3474
YP_003046507.1,acpT,ECB_03324,b3475
YP_003046508.1,nikA,ECB_03325,b3476
YP_003046509.1,nikB,ECB_03326,b3477
YP_003046510.1,nikC,ECB_03327,b3478
YP_003046511.1,nikD,ECB_03328,b3479
YP_003046512.1,nikE,ECB_03329,b3480
YP_003046513.1,nikR,ECB_03330,b3481
YP_003046514.1,rhsB,ECB_03331,b3482
YP_003046515.1,yhhH,ECB_03332,b3483
YP_003046516.1,yhhI,ECB_03334,b3484
YP_003046517.1,yhhJ,ECB_03335,b3485
YP_003046518.1,yhiH,ECB_03336,b3486
YP_003046519.1,yhiI,ECB_03337,b3487
YP_003046520.1,yhiJ,ECB_03338,b3488
YP_003046522.1,yhiM,ECB_03340,b3491
YP_003046523.1,yhiN,ECB_03341,b3492
YP_003046524.1,pitA,ECB_03342,b3493
YP_003046525.1,yhiO,ECB_03343,b3494
YP_003046526.1,uspA,ECB_03344,b3495
YP_003046527.1,yhiP,ECB_03345,b3496
YP_003046528.1,yhiQ,ECB_03346,b3497
YP_003046529.1,prlC,ECB_03347,b3498
YP_003046530.1,yhiR,ECB_03348,b3499
YP_003046531.1,gor,ECB_03349,b3500
YP_003046532.1,arsR,ECB_03350,b3501
YP_003046533.1,arsB,ECB_03351,b3502
YP_003046534.1,arsC,ECB_03352,b3503
YP_003046536.1,slp,ECB_03354,b3506
YP_003046537.1,yhiF,ECB_03355,b3507
YP_003046538.1,yhiD,ECB_03356,b3508
YP_003046539.1,hdeB,ECB_03357,b3509
YP_003046540.1,hdeA,ECB_03358,b3510
YP_003046541.1,hdeD,ECB_03359,b3511
YP_003046542.1,yhiE,ECB_03360,b3512
YP_003046543.1,yhiU,ECB_03361,b3513
YP_003046544.1,yhiV,ECB_03362,b3514
YP_003046545.1,yhiW,ECB_03363,b3515
YP_003046546.1,gadX,ECB_03364,b3516
YP_003046547.1,gadA,ECB_03365,b3517
YP_003046548.1,yhjA,ECB_03366,b3518
YP_003046549.1,treF,ECB_03367,b3519
YP_003046550.1,yhjB,ECB_03368,b3520
YP_003046551.1,yhjC,ECB_03369,b3521
YP_003046552.1,yhjD,ECB_03370,b3522
YP_003046553.1,yhjE,ECB_03371,b3523
YP_003046554.1,yhjG,ECB_03372,b3524
YP_003046555.1,yhjH,ECB_03373,b3525
YP_003046556.1,kdgK,ECB_03374,b3526
YP_003046557.1,yhjJ,ECB_03375,b3527
YP_003046558.1,dctA,ECB_03376,b3528
YP_003046559.1,yhjK,ECB_03377,b3529
YP_003046560.1,bcsC,ECB_03378,b3530
YP_003046561.1,bcsZ,ECB_03379,b3531
YP_003046562.1,yhjN,ECB_03380,b3532
YP_003046563.1,bcsA,ECB_03381,b3533
YP_003046564.1,yhjR,ECB_03383,b3535
YP_003046565.1,yhjS,ECB_03384,b3536
YP_003046566.1,yhjT,ECB_03385,b3537
YP_003046567.1,yhjU,ECB_03386,b3538
YP_003046571.1,yhjV,ECB_03390,b3539
YP_003046572.1,dppF,ECB_03391,b3540
YP_003046573.1,dppD,ECB_03392,b3541
YP_003046574.1,dppC,ECB_03393,b3542
YP_003046575.1,dppB,ECB_03394,b3543
YP_003046576.1,dppA,ECB_03395,b3544
YP_003046577.1,yhjW,ECB_03396,b3546
YP_003046578.1,yhjX,ECB_03397,b3547
YP_003046579.1,yhjY,ECB_03398,b3548
YP_003046580.1,tag,ECB_03399,b3549
YP_003046581.1,yiaC,ECB_03400,b3550
YP_003046582.1,bisC,ECB_03401,b3551
YP_003046583.1,yiaD,ECB_03402,b3552
YP_003046584.1,tkrA,ECB_03403,b3553
YP_003046585.1,yiaF,ECB_03404,b3554
YP_003046586.1,yiaG,ECB_03405,b3555
YP_003046587.1,cspA,ECB_03406,b3556
YP_003046591.1,glyS,ECB_03410,b3559
YP_003046592.1,glyQ,ECB_03411,b3560
YP_003046594.1,yiaH,ECB_03413,b3561
YP_003046595.1,yiaA,ECB_03414,b3562
YP_003046596.1,yiaB,ECB_03415,b3563
YP_003046597.1,xylB,ECB_03416,b3564
YP_003046598.1,xylA,ECB_03417,b3565
YP_003046599.1,xylF,ECB_03418,b3566
YP_003046600.1,xylH,ECB_03420,b3568
YP_003046601.1,xylR,ECB_03421,b3569
YP_003046602.1,bax,ECB_03422,b3570
YP_003046603.1,malS,ECB_03423,b3571
YP_003046604.1,avtA,ECB_03424,b3572
YP_003046606.1,yiaJ,ECB_03426,b3574
YP_003046607.1,yiaK,ECB_03427,b3575
YP_003046608.1,yiaL,ECB_03428,b3576
YP_003046609.1,yiaM,ECB_03429,b3577
YP_003046610.1,yiaN,ECB_03430,b3578
YP_003046611.1,yiaO,ECB_03431,b3579
YP_003046612.1,lyxK,ECB_03432,b3580
YP_003046613.1,sgbH,ECB_03433,b3581
YP_003046614.1,sgbU,ECB_03434,b3582
YP_003046615.1,sgbE,ECB_03435,b3583
YP_003046619.1,yiaT,ECB_03439,b3584
YP_003046620.1,yiaU,ECB_03440,b3585
YP_003046621.1,yiaV,ECB_03441,b3586
YP_003046622.1,yiaW,ECB_03442,b3587
YP_003046623.1,aldB,ECB_03443,b3588
YP_003046624.1,yiaY,ECB_03444,b3589
YP_003046625.1,selB,ECB_03445,b3590
YP_003046626.1,selA,ECB_03446,b3591
YP_003046627.1,yibF,ECB_03447,b3592
YP_003046628.1,rhsA,ECB_03448,b3593
YP_003046629.1,yibA,ECB_03449,b3594
YP_003046630.1,yibJ,ECB_03450,b3595
YP_003046631.1,yibG,ECB_03451,b3596
YP_003046632.1,yibH,ECB_03452,b3597
YP_003046633.1,yibI,ECB_03453,b3598
YP_003046634.1,mtlA,ECB_03454,b3599
YP_003046635.1,mtlD,ECB_03455,b3600
YP_003046636.1,mtlR,ECB_03456,b3601
YP_003046638.1,yibL,ECB_03458,b3602
YP_003046641.1,lldP,ECB_03461,b3603
YP_003046642.1,lldR,ECB_03462,b3604
YP_003046643.1,lldD,ECB_03463,b3605
YP_003046644.1,yibK,ECB_03464,b3606
YP_003046645.1,cysE,ECB_03465,b3607
YP_003046646.1,gpsA,ECB_03466,b3608
YP_003046647.1,secB,ECB_03467,b3609
YP_003046648.1,grxC,ECB_03468,b3610
YP_003046649.1,yibN,ECB_03469,b3611
YP_003046650.1,yibO,ECB_03470,b3612
YP_003046651.1,yibP,ECB_03471,b3613
YP_003046652.1,yibQ,ECB_03472,b3614
YP_003046653.1,yibD,ECB_03473,b3615
YP_003046654.1,tdh,ECB_03474,b3616
YP_003046655.1,kbl,ECB_03475,b3617
YP_003046656.1,rfaD,ECB_03476,b3619
YP_003046657.1,waaF,ECB_03477,b3620
YP_003046658.1,waaC,ECB_03478,b3621
YP_003046659.1,waaL,ECB_03479,b3622
YP_003046662.1,waaY,ECB_03482,b3625
YP_003046665.1,waaO,ECB_03486,b3627
YP_003046666.1,waaP,ECB_03487,b3630
YP_003046667.1,waaG,ECB_03488,b3631
YP_003046668.1,waaQ,ECB_03489,b3632
YP_003046669.1,waaA,ECB_03490,b3633
YP_003046670.1,coaD,ECB_03491,b3634
YP_003046671.1,mutM,ECB_03492,b3635
YP_003046672.1,rpmG,ECB_03493,b3636
YP_003046673.1,rpmB,ECB_03494,b3637
YP_003046674.1,radC,ECB_03495,b3638
YP_003046675.1,dfp,ECB_03496,b3639
YP_003046676.1,dut,ECB_03497,b3640
YP_003046677.1,slmA,ECB_03498,b3641
YP_003046678.1,pyrE,ECB_03499,b3642
YP_003046680.1,yicC,ECB_03501,b3644
YP_003046681.1,dinD,ECB_03502,b3645
YP_003046682.1,yicG,ECB_03503,b3646
YP_003046683.1,ligB,ECB_03504,b3647
YP_003046684.1,gmk,ECB_03505,b3648
YP_003046685.1,rpoZ,ECB_03506,b3649
YP_003046686.1,spoT,ECB_03507,b3650
YP_003046687.1,trmH,ECB_03508,b3651
YP_003046688.1,recG,ECB_03509,b3652
YP_003046690.1,gltS,ECB_03511,b3653
YP_003046691.1,yicE,ECB_03512,b3654
YP_003046692.1,yicH,ECB_03513,b3655
YP_003046693.1,yicI,ECB_03514,b3656
YP_003046694.1,yicJ,ECB_03515,b3657
YP_003046719.1,yicK,ECB_03542,b3659
YP_003046720.1,yicL,ECB_03543,b3660
YP_003046721.1,nlpA,ECB_03544,b3661
YP_003046723.1,nepI,ECB_03546,b3662
YP_003046724.1,yicN,ECB_03547,b3663
YP_003046725.1,yicO,ECB_03548,b3664
YP_003046727.1,uhpT,ECB_03550,b3666
YP_003046728.1,uhpC,ECB_03551,b3667
YP_003046729.1,uhpB,ECB_03552,b3668
YP_003046730.1,uhpA,ECB_03553,b3669
YP_003046731.1,ilvN,ECB_03554,b3670
YP_003046732.1,ilvB,ECB_03555,b3671
YP_003046733.1,ivbL,ECB_03556,b3672
YP_003046734.1,emrD,ECB_03557,b3673
YP_003046735.1,yidF,ECB_03558,b3674
YP_003046736.1,yidG,ECB_03559,b3675
YP_003046737.1,yidH,ECB_03560,b3676
YP_003046738.1,yidI,ECB_03561,b3677
YP_003046739.1,yidJ,ECB_03562,b3678
YP_003046740.1,yidK,ECB_03563,b3679
YP_003046741.1,yidL,ECB_03564,b3680
YP_003046744.1,yidE,ECB_03568,b3685
YP_003046745.1,ibpB,ECB_03569,b3686
YP_003046746.1,ibpA,ECB_03570,b3687
YP_003046747.1,yidQ,ECB_03571,b3688
YP_003046748.1,yidR,ECB_03572,b3689
YP_003046749.1,yidS,ECB_03573,b3690
YP_003046750.1,dgoT,ECB_03574,b3691
YP_003046753.1,dgoK,ECB_03577,b3693
YP_003046755.1,yidX,ECB_03579,b3696
YP_003046756.1,yidA,ECB_03580,b3697
YP_003046757.1,yidB,ECB_03581,b3698
YP_003046758.1,gyrB,ECB_03582,b3699
YP_003046759.1,recF,ECB_03583,b3700
YP_003046760.1,dnaN,ECB_03584,b3701
YP_003046761.1,dnaA,ECB_03585,b3702
YP_003046762.1,rpmH,ECB_03586,b3703
YP_003046763.1,rnpA,ECB_03587,b3704
YP_003046765.1,yidC,ECB_03589,b3705
YP_003046766.1,trmE,ECB_03590,b3706
YP_003046767.1,tnaL,ECB_03591,b3707
YP_003046768.1,tnaA,ECB_03592,b3708
YP_003046769.1,tnaB,ECB_03593,b3709
YP_003046770.1,yidY,ECB_03594,b3710
YP_003046771.1,yidZ,ECB_03595,b3711
YP_003046772.1,yieE,ECB_03596,b3712
YP_003046773.1,yieF,ECB_03597,b3713
YP_003046774.1,yieG,ECB_03598,b3714
YP_003046775.1,yieH,ECB_03599,b3715
YP_003046776.1,yieI,ECB_03600,b3716
YP_003046777.1,yieJ,ECB_03601,b3717
YP_003046778.1,yieK,ECB_03602,b3718
YP_003046779.1,yieL,ECB_03603,b3719
YP_003046780.1,yieC,ECB_03604,b3720
YP_003046781.1,bglB,ECB_03605,b3721
YP_003046782.1,bglF,ECB_03606,b3722
YP_003046783.1,bglG,ECB_03607,b3723
YP_003046784.1,phoU,ECB_03608,b3724
YP_003046785.1,pstB,ECB_03609,b3725
YP_003046786.1,pstA,ECB_03610,b3726
YP_003046787.1,pstC,ECB_03611,b3727
YP_003046788.1,pstS,ECB_03612,b3728
YP_003046789.1,glmS,ECB_03613,b3729
YP_003046790.1,glmU,ECB_03614,b3730
YP_003046791.1,atpC,ECB_03615,b3731
YP_003046792.1,atpD,ECB_03616,b3732
YP_003046793.1,atpG,ECB_03617,b3733
YP_003046794.1,atpA,ECB_03618,b3734
YP_003046795.1,atpH,ECB_03619,b3735
YP_003046796.1,atpF,ECB_03620,b3736
YP_003046797.1,atpE,ECB_03621,b3737
YP_003046798.1,atpB,ECB_03622,b3738
YP_003046799.1,atpI,ECB_03623,b3739
YP_003046800.1,gidA,ECB_03625,b3741
YP_003046801.1,mioC,ECB_03626,b3742
YP_003044152.1,asnC,ECB_00934,b3743
YP_003046802.1,asnC,ECB_03627,b3743
YP_003046803.1,asnA,ECB_03628,b3744
YP_003046804.1,yieM,ECB_03629,b3745
YP_003046805.1,yieN,ECB_03630,b3746
YP_003046806.1,trkD,ECB_03631,b3747
YP_003046809.1,rbsD,ECB_03634,b3748
YP_003046810.1,rbsA,ECB_03635,b3749
YP_003046811.1,rbsC,ECB_03636,b3750
YP_003046812.1,rbsB,ECB_03637,b3751
YP_003046813.1,rbsK,ECB_03638,b3752
YP_003046814.1,rbsR,ECB_03639,b3753
YP_003046815.1,yieO,ECB_03640,b3754
YP_003046816.1,yieP,ECB_03641,b3755
YP_003046818.1,yifE,ECB_03643,b3764
YP_003046819.1,yifB,ECB_03644,b3765
YP_003046820.1,ilvL,ECB_03645,b3766
YP_003046822.1,ilvM,ECB_03647,b3769
YP_003046823.1,ilvE,ECB_03648,b3770
YP_003046824.1,ilvD,ECB_03649,b3771
YP_003046825.1,ilvA,ECB_03650,b3772
YP_003046826.1,ilvY,ECB_03651,b3773
YP_003046827.1,ilvC,ECB_03652,b3774
YP_003046828.1,ppiC,ECB_03653,b3775
YP_003046830.1,rep,ECB_03656,b3778
YP_003046831.1,gppA,ECB_03657,b3779
YP_003046832.1,rhlB,ECB_03658,b3780
YP_003046833.1,trxA,ECB_03659,b3781
YP_003046835.1,rho,ECB_03661,b3783
YP_003046836.1,rfe,ECB_03662,b3784
YP_003046837.1,wzzE,ECB_03663,b3785
YP_003046838.1,wecB,ECB_03664,b3786
YP_003046839.1,wecC,ECB_03665,b3787
YP_003046840.1,rffG,ECB_03666,b3788
YP_003046841.1,rffH,ECB_03667,b3789
YP_003046842.1,wecD,ECB_03668,b3790
YP_003046843.1,wecE,ECB_03669,b3791
YP_003046844.1,wzxE,ECB_03670,b3792
YP_003046845.1,rffT,ECB_03671,b3793
YP_003046847.1,wecG,ECB_03673,b3794
YP_003046848.1,yifK,ECB_03674,b3795
YP_003046849.1,aslB,ECB_03675,b3800
YP_003046850.1,aslA,ECB_03676,b3801
YP_003046851.1,hemY,ECB_03677,b3802
YP_003046852.1,hemX,ECB_03678,b3803
YP_003046853.1,hemD,ECB_03679,b3804
YP_003046854.1,hemC,ECB_03680,b3805
YP_003046855.1,cyaA,ECB_03681,b3806
YP_003046856.1,cyaY,ECB_03682,b3807
YP_003046859.1,dapF,ECB_03685,b3809
YP_003046860.1,yigA,ECB_03686,b3810
YP_003046861.1,xerC,ECB_03687,b3811
YP_003046862.1,yigB,ECB_03688,b3812
YP_003046863.1,uvrD,ECB_03689,b3813
YP_003046866.1,corA,ECB_03692,b3816
YP_003046870.1,yigF,ECB_03696,b3817
YP_003046871.1,yigG,ECB_03697,b3818
YP_003046872.1,rarD,ECB_03698,b3819
YP_003046873.1,yigI,ECB_03699,b3820
YP_003046874.1,pldA,ECB_03700,b3821
YP_003046875.1,recQ,ECB_03701,b3822
YP_003046876.1,rhtC,ECB_03702,b3823
YP_003046877.1,rhtB,ECB_03703,b3824
YP_003046878.1,pldB,ECB_03704,b3825
YP_003046879.1,yigL,ECB_03705,b3826
YP_003046880.1,yigM,ECB_03706,b3827
YP_003046881.1,metR,ECB_03707,b3828
YP_003046882.1,metE,ECB_03708,b3829
YP_003046891.1,ysgA,ECB_03717,b3830
YP_003046892.1,udp,ECB_03718,b3831
YP_003046899.1,yigN,ECB_03725,b3832
YP_003046900.1,ubiE,ECB_03726,b3833
YP_003046987.1,menG,ECB_03814,b3833
YP_003046901.1,yigP,ECB_03727,b3834
YP_003046902.1,ubiB,ECB_03728,b3835
YP_003046903.1,tatA,ECB_03729,b3836
YP_003046904.1,tatB,ECB_03730,b3838
YP_003046905.1,tatC,ECB_03731,b3839
YP_003046907.1,rfaH,ECB_03733,b3842
YP_003046908.1,ubiD,ECB_03734,b3843
YP_003046909.1,fre,ECB_03735,b3844
YP_003046910.1,fadA,ECB_03736,b3845
YP_003046911.1,fadB,ECB_03737,b3846
YP_003046912.1,pepQ,ECB_03738,b3847
YP_003046913.1,yigZ,ECB_03739,b3848
YP_003046914.1,trkH,ECB_03740,b3849
YP_003046915.1,hemG,ECB_03741,b3850
YP_003046916.1,mobB,ECB_03742,b3856
YP_003046917.1,mobA,ECB_03743,b3857
YP_003046918.1,yihD,ECB_03744,b3858
YP_003046919.1,yihE,ECB_03745,b3859
YP_003046920.1,dsbA,ECB_03746,b3860
YP_003046921.1,yihF,ECB_03747,b3861
YP_003046922.1,yihG,ECB_03748,b3862
YP_003046923.1,polA,ECB_03749,b3863
YP_003046924.1,engB,ECB_03750,b3865
YP_003046925.1,yihI,ECB_03751,b3866
YP_003046926.1,hemN,ECB_03752,b3867
YP_003046927.1,glnG,ECB_03753,b3868
YP_003046928.1,glnL,ECB_03754,b3869
YP_003046929.1,glnA,ECB_03755,b3870
YP_003046930.1,bipA,ECB_03756,b3871
YP_003046931.1,yihL,ECB_03757,b3872
YP_003046932.1,yihM,ECB_03758,b3873
YP_003046933.1,yihN,ECB_03759,b3874
YP_003046934.1,ompL,ECB_03760,b3875
YP_003046935.1,yihO,ECB_03761,b3876
YP_003046936.1,yihP,ECB_03762,b3877
YP_003046937.1,yihQ,ECB_03763,b3878
YP_003046938.1,yihR,ECB_03764,b3879
YP_003046939.1,yihS,ECB_03765,b3880
YP_003046940.1,yihT,ECB_03766,b3881
YP_003046941.1,yihU,ECB_03767,b3882
YP_003046942.1,yihV,ECB_03768,b3883
YP_003046943.1,yihW,ECB_03769,b3884
YP_003046944.1,yihX,ECB_03770,b3885
YP_003046946.1,dtd,ECB_03772,b3887
YP_003046947.1,yiiE,ECB_03774,b3889
YP_003046948.1,yiiF,ECB_03775,b3890
YP_003046949.1,fdhE,ECB_03776,b3891
YP_003046950.1,fdoI,ECB_03777,b3892
YP_003046951.1,fdoH,ECB_03778,b3893
YP_003046952.1,fdoG,ECB_03779,b3894
YP_003046953.1,fdhD,ECB_03780,b3895
YP_003046954.1,yiiG,ECB_03781,b3896
YP_003046955.1,frvR,ECB_03782,b3897
YP_003046956.1,frvX,ECB_03783,b3898
YP_003046957.1,frvB,ECB_03784,b3899
YP_003046958.1,frvA,ECB_03785,b3900
YP_003046960.1,yiiL,ECB_03787,b3901
YP_003046961.1,rhaD,ECB_03788,b3902
YP_003046962.1,rhaA,ECB_03789,b3903
YP_003046963.1,rhaB,ECB_03790,b3904
YP_003046964.1,rhaS,ECB_03791,b3905
YP_003046965.1,rhaR,ECB_03792,b3906
YP_003046966.1,rhaT,ECB_03793,b3907
YP_003046967.1,sodA,ECB_03794,b3908
YP_003046968.1,kdgT,ECB_03795,b3909
YP_003046969.1,yiiM,ECB_03796,b3910
YP_003046970.1,cpxA,ECB_03797,b3911
YP_003046971.1,cpxR,ECB_03798,b3912
YP_003046973.1,fieF,ECB_03800,b3915
YP_003046974.1,pfkA,ECB_03801,b3916
YP_003046975.1,sbp,ECB_03802,b3917
YP_003046976.1,cdh,ECB_03803,b3918
YP_003046977.1,tpiA,ECB_03804,b3919
YP_003046978.1,yiiQ,ECB_03805,b3920
YP_003046979.1,yiiR,ECB_03806,b3921
YP_003046980.1,yiiS,ECB_03807,b3922
YP_003046981.1,yiiT,ECB_03808,b3923
YP_003046982.1,fpr,ECB_03809,b3924
YP_003046983.1,glpX,ECB_03810,b3925
YP_003046984.1,glpK,ECB_03811,b3926
YP_003046985.1,glpF,ECB_03812,b3927
YP_003046986.1,yiiU,ECB_03813,b3928
YP_003046988.1,menA,ECB_03815,b3930
YP_003046989.1,hslU,ECB_03816,b3931
YP_003046990.1,hslV,ECB_03817,b3932
YP_003046991.1,ftsN,ECB_03818,b3933
YP_003046992.1,cytR,ECB_03819,b3934
YP_003046993.1,priA,ECB_03820,b3935
YP_003046994.1,rpmE,ECB_03821,b3936
YP_003046996.1,yiiX,ECB_03823,b3937
YP_003046997.1,metJ,ECB_03824,b3938
YP_003046998.1,metB,ECB_03825,b3939
YP_003046999.1,metL,ECB_03826,b3940
YP_003047000.1,metF,ECB_03827,b3941
YP_003047001.1,katG,ECB_03828,b3942
YP_003047002.1,yijE,ECB_03829,b3943
YP_003047003.1,yijF,ECB_03830,b3944
YP_003047004.1,gldA,ECB_03831,b3945
YP_003047005.1,talC,ECB_03832,b3946
YP_003047006.1,ptsA,ECB_03833,b3947
YP_003047007.1,frwC,ECB_03834,b3949
YP_003047008.1,frwB,ECB_03835,b3950
YP_003047009.1,pflD,ECB_03836,b3951
YP_003047010.1,pflC,ECB_03837,b3952
YP_003047011.1,frwD,ECB_03838,b3953
YP_003047012.1,yijO,ECB_03839,b3954
YP_003047013.1,yijP,ECB_03840,b3955
YP_003047014.1,ppc,ECB_03841,b3956
YP_003047015.1,argE,ECB_03842,b3957
YP_003047016.1,argC,ECB_03843,b3958
YP_003047017.1,argB,ECB_03844,b3959
YP_003047018.1,argH,ECB_03845,b3960
YP_003047019.1,oxyR,ECB_03846,b3961
YP_003047020.1,udhA,ECB_03847,b3962
YP_003047021.1,yijC,ECB_03848,b3963
YP_003047022.1,yijD,ECB_03849,b3964
YP_003047023.1,trmA,ECB_03850,b3965
YP_003047024.1,btuB,ECB_03851,b3966
YP_003047025.1,murI,ECB_03852,b3967
YP_003047026.1,murB,ECB_03853,b3972
YP_003047027.1,birA,ECB_03854,b3973
YP_003047028.1,coaA,ECB_03855,b3974
YP_003047029.1,tufB,ECB_03856,b3980
YP_003047030.1,secE,ECB_03857,b3981
YP_003047031.1,nusG,ECB_03858,b3982
YP_003047032.1,rplK,ECB_03859,b3983
YP_003047033.1,rplA,ECB_03860,b3984
YP_003047034.1,rplJ,ECB_03861,b3985
YP_003047035.1,rplL,ECB_03862,b3986
YP_003047036.1,rpoB,ECB_03863,b3987
YP_003047037.1,rpoC,ECB_03864,b3988
YP_003047038.1,htrC,ECB_03865,b3989
YP_003047039.1,thiH,ECB_03866,b3990
YP_003047040.1,thiG,ECB_03867,b3991
YP_003047042.1,thiF,ECB_03869,b3992
YP_003047043.1,thiE,ECB_03870,b3993
YP_003047044.1,thiC,ECB_03871,b3994
YP_003047045.1,rsd,ECB_03872,b3995
YP_003047046.1,nudC,ECB_03873,b3996
YP_003047047.1,hemE,ECB_03874,b3997
YP_003047048.1,nfi,ECB_03875,b3998
YP_003047049.1,yjaG,ECB_03876,b3999
YP_003047050.1,hupA,ECB_03877,b4000
YP_003047051.1,yjaH,ECB_03878,b4001
YP_003047052.1,zraP,ECB_03879,b4002
YP_003047053.1,zraS,ECB_03880,b4003
YP_003047054.1,zraR,ECB_03881,b4004
YP_003047055.1,purD,ECB_03882,b4005
YP_003047056.1,purH,ECB_03883,b4006
YP_003047057.1,yjaB,ECB_03884,b4012
YP_003047058.1,metA,ECB_03885,b4013
YP_003047059.1,aceB,ECB_03886,b4014
YP_003047060.1,aceA,ECB_03887,b4015
YP_003047061.1,aceK,ECB_03888,b4016
YP_003047062.1,iclR,ECB_03890,b4018
YP_003047063.1,metH,ECB_03891,b4019
YP_003047064.1,yjbB,ECB_03892,b4020
YP_003047065.1,pepE,ECB_03893,b4021
YP_003047066.1,yjbC,ECB_03894,b4022
YP_003047067.1,yjbD,ECB_03895,b4023
YP_003047068.1,lysC,ECB_03896,b4024
YP_003047069.1,pgi,ECB_03897,b4025
YP_003047070.1,yjbE,ECB_03898,b4026
YP_003047071.1,yjbF,ECB_03899,b4027
YP_003047072.1,yjbG,ECB_03900,b4028
YP_003047073.1,yjbH,ECB_03901,b4029
YP_003047074.1,yjbA,ECB_03902,b4030
YP_003047075.1,xylE,ECB_03903,b4031
YP_003047076.1,malG,ECB_03904,b4032
YP_003047077.1,malF,ECB_03905,b4033
YP_003047078.1,malE,ECB_03906,b4034
YP_003047079.1,malK,ECB_03907,b4035
YP_003047080.1,lamB,ECB_03908,b4036
YP_003047081.1,malM,ECB_03909,b4037
YP_003047083.1,ubiC,ECB_03911,b4039
YP_003047084.1,ubiA,ECB_03912,b4040
YP_003047085.1,plsB,ECB_03913,b4041
YP_003047086.1,dgkA,ECB_03914,b4042
YP_003045298.1,spr,ECB_02105,b4043
YP_003047087.1,lexA,ECB_03915,b4043
YP_003047088.1,dinF,ECB_03916,b4044
YP_003047089.1,yjbJ,ECB_03917,b4045
YP_003047090.1,zur,ECB_03918,b4046
YP_003047091.1,yjbL,ECB_03919,b4047
YP_003047092.1,yjbM,ECB_03920,b4048
YP_003047093.1,yjbN,ECB_03921,b4049
YP_003047094.1,pspG,ECB_03922,b4050
YP_003047095.1,qor,ECB_03923,b4051
YP_003047096.1,dnaB,ECB_03924,b4052
YP_003047097.1,alr,ECB_03925,b4053
YP_003047098.1,tyrB,ECB_03926,b4054
YP_003047099.1,aphA,ECB_03927,b4055
YP_003047100.1,yjbQ,ECB_03928,b4056
YP_003047101.1,yjbR,ECB_03929,b4057
YP_003047102.1,uvrA,ECB_03930,b4058
YP_003047103.1,ssb,ECB_03931,b4059
YP_003047104.1,yjcB,ECB_03932,b4060
YP_003047105.1,soxS,ECB_03934,b4062
YP_003047106.1,soxR,ECB_03935,b4063
YP_003047107.1,yjcD,ECB_03936,b4064
YP_003047108.1,yjcE,ECB_03937,b4065
YP_003047109.1,yjcF,ECB_03938,b4066
YP_003047110.1,actP,ECB_03939,b4067
YP_003047111.1,yjcH,ECB_03940,b4068
YP_003047112.1,acs,ECB_03941,b4069
YP_003047113.1,nrfA,ECB_03942,b4070
YP_003047114.1,nrfB,ECB_03943,b4071
YP_003047115.1,nrfC,ECB_03944,b4072
YP_003047116.1,nrfD,ECB_03945,b4073
YP_003047117.1,nrfE,ECB_03946,b4074
YP_003047118.1,nrfF,ECB_03947,b4075
YP_003047119.1,nrfG,ECB_03948,b4076
YP_003047120.1,gltP,ECB_03949,b4077
YP_003047121.1,yjcO,ECB_03950,b4078
YP_003047122.1,fdhF,ECB_03951,b4079
YP_003047123.1,yjcP,ECB_03952,b4080
YP_003047124.1,yjcQ,ECB_03953,b4081
YP_003047125.1,yjcR,ECB_03954,b4082
YP_003047126.1,yjcS,ECB_03955,b4083
YP_003047127.1,alsK,ECB_03956,b4084
YP_003047128.1,alsE,ECB_03957,b4085
YP_003047129.1,alsC,ECB_03958,b4086
YP_003047130.1,alsA,ECB_03959,b4087
YP_003047131.1,alsB,ECB_03960,b4088
YP_003047132.1,rpiR,ECB_03961,b4089
YP_003047133.1,rpiB,ECB_03962,b4090
YP_003047135.1,phnP,ECB_03964,b4092
YP_003047136.1,phnO,ECB_03965,b4093
YP_003047137.1,phnN,ECB_03966,b4094
YP_003047138.1,phnM,ECB_03967,b4095
YP_003047139.1,phnL,ECB_03968,b4096
YP_003047140.1,phnK,ECB_03969,b4097
YP_003047141.1,phnJ,ECB_03970,b4098
YP_003047142.1,phnI,ECB_03971,b4099
YP_003047143.1,phnH,ECB_03972,b4100
YP_003047144.1,phnG,ECB_03973,b4101
YP_003047145.1,phnF,ECB_03974,b4102
YP_003047147.1,phnD,ECB_03976,b4105
YP_003047148.1,phnC,ECB_03977,b4106
